Distancia,RSS,Throughput
15,-65,48.9554
17.5,-65,49.9712
20,-65,50.0367
22.5,-65,50.004
25,-65,49.9876
27.5,-65,50.004
30,-65,50.0204
32.5,-65,49.9712
35,-65,49.9876
37.5,-65,50.0367
40,-65,49.9712
42.5,-65,50.0367
45,-65,50.004
47.5,-65,49.9876
50,-65,50.004
52.5,-65,50.0204
55,-65,49.9384
57.5,-65,50.004
60,-65,50.0204
62.5,-65,49.9876
65,-65,50.0204
67.5,-65,49.9876
70,-65,50.0204
72.5,-65,49.9876
75,-65,50.0367
77.5,-65,49.9548
80,-65,50.0204
82.5,-65,49.9876
85,-65,50.004
87.5,-65,49.9712
90,-65,50.0204
92.5,-65,50.004
95,-65,50.0204
97.5,-65,50.004
100,-65,49.9876
102.5,-65,50.004
105,-65,49.9712
107.5,-65,50.004
110,-65,50.0367
112.5,-65,49.9548
115,-65,49.9876
117.5,-65,50.0367
120,-65,50.004
122.5,-65,49.9876
125,-65,49.9876
127.5,-65,50.004
130,-65,50.004
132.5,-65,50.004
135,-65,50.004
137.5,-65,50.004
140,-65,49.9876
142.5,-65,50.004
145,-65,50.0367
147.5,-65,49.9548
150,-65,50.0204
152.5,-65,50.004
155,-65,50.0367
157.5,-65,49.9548
160,-65,50.0204
162.5,-65,49.9712
165,-65,49.9876
167.5,-65,50.0531
170,-65,49.9876
172.5,-65,50.004
175,-65,49.9876
177.5,-65,49.9712
180,-65,49.9712
182.5,-65,50.0367
185,-65,50.004
187.5,-65,49.9712
190,-65,50.0367
192.5,-65,49.9712
195,-65,49.9876
197.5,-65,50.0367
200,-65,50.004
202.5,-65,50.004
205,-65,50.004
207.5,-65,49.9712
210,-65,50.0204
212.5,-65,50.0204
215,-65,49.9712
217.5,-65,50.0367
220,-65,49.9876
222.5,-65,49.9548
225,-65,50.0367
227.5,-65,50.004
230,-65,50.0204
232.5,-65,49.9548
235,-65,50.0204
237.5,-65,50.004
240,-65,49.9712
242.5,-65,50.0367
245,-65,49.9876
247.5,-65,49.9876
250,-65,50.0204
252.5,-65,49.9712
255,-65,50.004
257.5,-65,50.0204
260,-65,50.0204
262.5,-65,49.9548
265,-65,50.0367
267.5,-65,49.9548
270,-65,50.0204
272.5,-65,50.0204
275,-65,49.9876
277.5,-65,50.004
280,-65,49.9712
282.5,-65,50.0204
285,-65,49.9876
287.5,-65,50.004
290,-65,49.9876
292.5,-65,50.0204
295,-65,50.004
297.5,-65,50.0204
300,-65,49.9548
302.5,-65,50.004
305,-65,50.0367
307.5,-65,49.9548
310,-65,50.0367
312.5,-65,49.9876
315,-65,50.0204
317.5,-65,49.9712
320,-65,49.9712
322.5,-65,50.0204
325,-65,49.9876
327.5,-65,50.0204
330,-65,50.004
332.5,-65,49.9548
335,-65,50.0695
337.5,-65,49.9712
340,-65,50.004
342.5,-65,50.004
345,-65,50.0204
347.5,-65,49.9876
350,-65,49.9876
352.5,-65,50.004
355,-65,50.0204
357.5,-65,49.9876
360,-65,49.9712
362.5,-65,50.0204
365,-65,49.9876
367.5,-65,50.004
370,-65,50.004
372.5,-65,49.9876
375,-65,50.0204
377.5,-65,50.004
380,-65,49.9876
382.5,-65,50.0204
385,-65,49.9876
387.5,-65,50.004
390,-65,49.9876
392.5,-65,50.0367
395,-65,49.9548
397.5,-65,50.0367
400,-65,49.9876
402.5,-65,50.004
405,-65,50.004
407.5,-65,49.9712
410,-65,50.004
412.5,-65,50.0204
415,-65,49.9712
417.5,-65,49.9876
420,-65,50.0367
422.5,-65,50.004
425,-65,49.9712
427.5,-65,50.0204
430,-65,50.004
432.5,-65,49.9712
435,-65,50.0367
437.5,-65,49.9712
440,-65,50.004
442.5,-65,50.0367
445,-65,49.9876
447.5,-65,49.9548
450,-65,50.0531
452.5,-65,49.9712
455,-65,50.004
457.5,-65,49.9712
460,-65,50.0204
462.5,-65,50.004
465,-65,49.9876
467.5,-65,50.0367
470,-65,49.9712
472.5,-65,49.9876
475,-65,50.004
477.5,-65,50.0367
480,-65,49.9876
482.5,-65,49.9876
485,-65,50.004
487.5,-65,49.9876
490,-65,50.0367
492.5,-65,49.9712
495,-65,49.9876
497.5,-65,50.0204
500,-65,49.9876
502.5,-65,50.004
505,-65,50.0531
507.5,-65,49.922
