Distancia,RSS,Throughput
15,-65,49.2012
17.5,-65,49.9876
20,-65,49.9712
22.5,-65,49.9876
25,-65,50.0204
27.5,-65,49.9712
30,-65,50.0367
32.5,-65,50.004
35,-65,50.004
37.5,-65,49.9548
40,-65,50.004
42.5,-65,50.0204
45,-65,50.004
47.5,-65,50.004
50,-65,49.9548
52.5,-65,50.0204
55,-65,50.004
57.5,-65,50.0367
60,-65,49.9876
62.5,-65,50.0204
65,-65,49.9876
67.5,-65,50.004
70,-65,49.9876
72.5,-65,49.9712
75,-65,50.0367
77.5,-65,50.004
80,-65,49.9876
82.5,-65,50.004
85,-65,49.9876
87.5,-65,50.0204
90,-65,49.9876
92.5,-65,50.004
95,-65,50.004
97.5,-65,49.9712
100,-65,50.004
102.5,-65,50.0204
105,-65,50.004
107.5,-65,50.004
110,-65,50.004
112.5,-65,49.9876
115,-65,50.004
117.5,-65,49.9876
120,-65,50.0367
122.5,-65,49.9384
125,-65,50.0204
127.5,-65,50.004
130,-65,50.004
132.5,-65,49.9876
135,-65,49.9876
137.5,-65,50.004
140,-65,50.004
142.5,-65,50.0367
145,-65,49.9712
147.5,-65,50.0204
150,-65,49.9876
152.5,-65,49.9876
155,-65,49.9712
157.5,-65,50.0367
160,-65,49.9712
162.5,-65,50.004
165,-65,50.0204
167.5,-65,50.0204
170,-65,49.9876
172.5,-65,49.9712
175,-65,50.0367
177.5,-65,50.004
180,-65,49.9712
182.5,-65,50.0367
185,-65,49.9712
187.5,-65,50.0204
190,-65,49.9712
192.5,-65,49.9876
195,-65,50.0367
197.5,-65,49.9876
200,-65,50.004
202.5,-65,49.9876
205,-65,50.0367
207.5,-65,49.9548
210,-65,50.0204
212.5,-65,50.004
215,-65,49.9876
217.5,-65,50.004
220,-65,50.0204
222.5,-65,49.9712
225,-65,50.0204
227.5,-65,50.004
230,-65,50.004
232.5,-65,50.004
235,-65,50.004
237.5,-65,49.9712
240,-65,50.004
242.5,-65,50.004
245,-65,50.0204
247.5,-65,49.9712
250,-65,50.004
252.5,-65,49.9876
255,-65,50.0204
257.5,-65,49.9876
260,-65,49.9876
262.5,-65,50.004
265,-65,49.9876
267.5,-65,49.9876
270,-65,50.0204
272.5,-65,50.0531
275,-65,49.9548
277.5,-65,49.9712
280,-65,50.0204
282.5,-65,50.004
285,-65,50.004
287.5,-65,50.0367
290,-65,49.9548
292.5,-65,49.9712
295,-65,50.0695
297.5,-65,49.9876
300,-65,49.9712
302.5,-65,50.0204
305,-65,49.9876
307.5,-65,50.0204
310,-65,49.9876
312.5,-65,49.9548
315,-65,50.0204
317.5,-65,50.0367
320,-65,50.0204
322.5,-65,49.9876
325,-65,49.9876
327.5,-65,50.0204
330,-65,49.9876
332.5,-65,50.004
335,-65,49.9876
337.5,-65,49.9876
340,-65,50.0204
342.5,-65,49.9876
345,-65,49.9712
347.5,-65,50.0367
350,-65,50.0204
352.5,-65,49.9712
355,-65,50.0204
357.5,-65,49.9384
360,-65,50.0204
362.5,-65,50.004
365,-65,49.9876
367.5,-65,50.0367
370,-65,49.9548
372.5,-65,50.0367
375,-65,50.004
377.5,-65,49.9712
380,-65,50.004
382.5,-65,49.9876
385,-65,50.0367
387.5,-65,49.9876
390,-65,50.004
392.5,-65,50.0367
395,-65,49.9712
397.5,-65,50.0204
400,-65,49.9712
402.5,-65,49.9876
405,-65,50.0367
407.5,-65,49.9548
410,-65,49.9712
412.5,-65,50.0695
415,-65,50.004
417.5,-65,49.9876
420,-65,50.0204
422.5,-65,49.9384
425,-65,50.0367
427.5,-65,50.0204
430,-65,49.9548
432.5,-65,50.0367
435,-65,49.9712
437.5,-65,50.0367
440,-65,49.9712
442.5,-65,50.004
445,-65,50.004
447.5,-65,49.9548
450,-65,50.0204
452.5,-65,50.0531
455,-65,49.9712
457.5,-65,50.004
460,-65,50.0204
462.5,-65,49.9876
465,-65,49.9712
467.5,-65,50.004
470,-65,50.0367
472.5,-65,49.9548
475,-65,50.0204
477.5,-65,49.9876
480,-65,50.0204
482.5,-65,49.9876
485,-65,50.004
487.5,-65,49.9548
490,-65,50.0367
492.5,-65,50.0204
495,-65,50.004
497.5,-65,50.004
500,-65,49.9548
502.5,-65,50.004
505,-65,50.0204
507.5,-65,50.004
