Distancia,RSS,Throughput
15,-65,49.0537
17.5,-65,50.0204
20,-65,49.9548
22.5,-65,50.0204
25,-65,50.004
27.5,-65,50.004
30,-65,50.0367
32.5,-65,49.9712
35,-65,50.004
37.5,-65,50.0367
40,-65,49.9712
42.5,-65,50.004
45,-65,49.9876
47.5,-65,50.004
50,-65,50.004
52.5,-65,49.9712
55,-65,50.0204
57.5,-65,50.004
60,-65,49.9876
62.5,-65,50.0204
65,-65,50.004
67.5,-65,49.9384
70,-65,50.0531
72.5,-65,49.9876
75,-65,50.004
77.5,-65,50.004
80,-65,50.004
82.5,-65,49.9876
85,-65,50.0204
87.5,-65,50.004
90,-65,49.9712
92.5,-65,50.0367
95,-65,50.004
97.5,-65,49.9384
100,-65,50.0367
102.5,-65,49.9712
105,-65,50.004
107.5,-65,50.0204
110,-65,49.9876
112.5,-65,49.9876
115,-65,50.0204
117.5,-65,49.9876
120,-65,50.0204
122.5,-65,50.0204
125,-65,49.9548
127.5,-65,50.004
130,-65,49.9876
132.5,-65,50.0367
135,-65,49.9876
137.5,-65,50.004
140,-65,50.004
142.5,-65,49.9876
145,-65,50.0204
147.5,-65,50.004
150,-65,49.9712
152.5,-65,50.004
155,-65,50.004
157.5,-65,50.004
160,-65,50.0204
162.5,-65,49.9712
165,-65,49.9876
167.5,-65,50.0367
170,-65,49.9876
172.5,-65,49.9876
175,-65,50.0204
177.5,-65,49.9876
180,-65,50.0204
182.5,-65,49.9876
185,-65,49.9876
187.5,-65,50.004
190,-65,49.9876
192.5,-65,50.0367
195,-65,49.9548
197.5,-65,50.0204
200,-65,50.0204
202.5,-65,49.9712
205,-65,49.9876
207.5,-65,50.0204
210,-65,50.0204
212.5,-65,49.9876
215,-65,49.9876
217.5,-65,50.0367
220,-65,49.9712
222.5,-65,49.9712
225,-65,50.0204
227.5,-65,49.9712
230,-65,50.0531
232.5,-65,49.9876
235,-65,49.9876
237.5,-65,50.004
240,-65,49.9712
242.5,-65,50.0531
245,-65,49.9876
247.5,-65,49.9876
250,-65,49.9876
252.5,-65,50.0367
255,-65,49.9548
257.5,-65,50.004
260,-65,50.0204
262.5,-65,49.9876
265,-65,50.0204
267.5,-65,50.004
270,-65,49.9712
272.5,-65,50.004
275,-65,50.0204
277.5,-65,49.9876
280,-65,50.004
282.5,-65,50.004
285,-65,49.9876
287.5,-65,49.9712
290,-65,50.0531
292.5,-65,50.004
295,-65,49.9876
297.5,-65,49.9712
300,-65,50.004
302.5,-65,49.9712
305,-65,50.0695
307.5,-65,49.9876
310,-65,49.9712
312.5,-65,50.0367
315,-65,49.9548
317.5,-65,49.9876
320,-65,50.0367
322.5,-65,49.9876
325,-65,50.004
327.5,-65,50.0204
330,-65,49.9876
332.5,-65,49.9876
335,-65,49.9876
337.5,-65,50.004
340,-65,50.0531
342.5,-65,49.9712
345,-65,49.9876
347.5,-65,50.004
350,-65,49.9712
352.5,-65,50.0531
355,-65,49.9876
357.5,-65,50.004
360,-65,49.9712
362.5,-65,50.0367
365,-65,49.9548
367.5,-65,50.0367
370,-65,49.9876
372.5,-65,49.9876
375,-65,50.004
377.5,-65,50.0367
380,-65,49.9876
382.5,-65,49.9876
385,-65,50.0204
387.5,-65,50.004
390,-65,49.9712
392.5,-65,50.004
395,-65,50.004
397.5,-65,50.0204
400,-65,49.9876
402.5,-65,50.004
405,-65,49.9384
407.5,-65,50.0367
410,-65,50.004
412.5,-65,50.0204
415,-65,50.004
417.5,-65,50.004
420,-65,49.9712
422.5,-65,50.004
425,-65,49.9712
427.5,-65,50.0204
430,-65,49.9876
432.5,-65,50.0204
435,-65,49.9712
437.5,-65,49.9876
440,-65,50.0367
442.5,-65,50.004
445,-65,50.0204
447.5,-65,49.9876
450,-65,50.004
452.5,-65,50.004
455,-65,50.004
457.5,-65,49.9548
460,-65,50.0204
462.5,-65,50.004
465,-65,50.004
467.5,-65,49.9876
470,-65,50.0367
472.5,-65,49.9712
475,-65,50.0204
477.5,-65,49.9876
480,-65,50.0204
482.5,-65,49.9712
485,-65,50.004
487.5,-65,50.0367
490,-65,49.9876
492.5,-65,49.9548
495,-65,49.9876
497.5,-65,50.004
500,-65,50.0531
502.5,-65,49.9876
505,-65,50.004
507.5,-65,49.9876
