Distancia,RSS,Throughput
15,14.4478,48.8407
17.5,14.7497,50.0204
20,13.8932,49.9712
22.5,14.769,50.0531
25,14.3549,49.9712
27.5,13.8227,49.9876
30,14.8473,50.0204
32.5,14.553,49.9876
35,14.0427,50.0367
37.5,14.1373,49.9548
40,14.1003,50.0367
42.5,14.6322,49.9876
45,14.0674,50.004
47.5,13.6906,49.9384
50,14.8644,50.0531
52.5,14.0302,49.9876
55,14.4319,49.9876
57.5,14.4339,50.0204
60,14.619,50.004
62.5,14.5942,50.0204
65,14.5656,49.9712
67.5,14.3435,50.0204
70,13.872,50.0204
72.5,14.3872,49.9548
75,14.139,50.004
77.5,14.4793,50.004
80,14.5511,50.004
82.5,12.6088,49.9876
85,12.8194,50.004
87.5,12.0559,50.0367
90,12.1674,49.9876
92.5,12.2025,49.9876
95,12.4772,50.004
97.5,12.8457,50.004
100,12.1986,49.9876
102.5,12.7404,49.9876
105,13.4343,50.0204
107.5,13.1434,49.9876
110,12.8283,50.0367
112.5,12.488,49.9876
115,12.4325,49.9712
117.5,12.1668,50.0367
120,12.7981,49.9876
122.5,12.2195,50.004
125,12.3435,49.9876
127.5,11.9382,49.9876
130,12.1552,50.0204
132.5,12.8444,49.9712
135,12.1614,50.0204
137.5,12.9251,50.0204
140,12.7889,49.9876
142.5,12.6764,49.9876
145,12.4841,49.9876
147.5,11.7478,50.0367
150,12.2096,49.9876
152.5,13.2829,49.9712
155,12.7571,50.0204
157.5,12.4918,49.9876
160,12.1248,50.0367
162.5,12.9734,49.9712
165,12.0195,50.004
167.5,13.0323,50.0204
170,12.8003,49.9876
172.5,12.7621,49.9712
175,12.0538,50.0367
177.5,13.3927,50.0204
180,12.583,49.9876
182.5,12.0307,49.9712
185,12.7551,49.9876
187.5,11.9261,50.0367
190,11.7266,50.004
192.5,12.6381,49.9712
195,12.1769,50.0204
197.5,12.0082,49.9712
200,13.1571,50.0367
202.5,12.3167,50.004
205,12.5149,49.9548
207.5,12.135,50.0204
210,12.1243,49.9876
212.5,12.2547,49.9876
215,12.303,50.004
217.5,12.1496,50.0204
220,12.6004,50.004
222.5,12.9778,50.004
225,12.5673,50.0204
227.5,12.8688,49.9876
230,12.9108,49.9876
232.5,12.4117,49.9876
235,12.7256,50.004
237.5,12.6104,49.9876
240,12.9385,50.004
242.5,12.4538,50.0204
245,13.1046,50.004
247.5,12.0083,49.9876
250,12.4196,49.9876
252.5,11.7091,49.9876
255,13.0174,50.0204
257.5,12.4416,50.0367
260,12.5421,49.9712
262.5,12.7471,50.0204
265,11.8589,49.9712
267.5,12.4114,50.0367
270,12.645,49.9548
272.5,12.8476,50.004
275,12.0515,50.0204
277.5,13.1121,49.9876
280,11.7617,50.004
282.5,12.5758,49.9712
285,12.8325,50.0367
287.5,11.7812,49.9876
290,12.6485,50.0367
292.5,13.2317,49.9876
295,12.3039,49.9384
297.5,12.9363,50.0367
300,12.8844,50.0531
302.5,12.4972,49.9712
305,12.4624,49.9384
307.5,13.1982,50.0204
310,12.9695,50.0367
312.5,11.7039,49.9876
315,11.6596,50.004
317.5,12.7394,49.9712
320,11.8926,50.0531
322.5,12.527,49.9712
325,11.9531,49.9876
327.5,12.1958,50.0204
330,12.187,49.9876
332.5,12.5049,49.9876
335,12.1594,50.0204
337.5,12.2323,49.9712
340,12.4897,50.0367
342.5,12.3925,50.004
345,12.2478,49.9876
347.5,12.5011,49.9712
350,11.9663,50.0367
352.5,12.9685,49.9876
355,12.9165,49.9876
357.5,12.1451,50.0204
360,12.4744,49.9712
362.5,12.6093,50.0204
365,13.1333,49.9876
367.5,12.0651,50.0367
370,11.9572,49.9712
372.5,12.5805,49.9712
375,12.7814,50.0204
377.5,12.5038,49.9876
380,11.8659,50.0531
382.5,12.3836,49.9712
385,12.5476,49.9712
387.5,11.9751,50.0204
390,12.4133,49.9876
392.5,12.253,50.0367
395,12.2814,49.9712
397.5,12.6067,49.9876
400,12.7169,50.004
402.5,12.7665,50.0204
405,12.2335,49.9876
407.5,12.125,50.004
410,12.232,50.004
412.5,12.5676,50.004
415,12.5005,49.9712
417.5,12.3819,50.0204
420,12.4871,50.0204
422.5,13.3069,49.9876
425,12.7699,49.9876
427.5,12.7241,50.0204
430,12.4297,49.9384
432.5,12.8322,50.0367
435,11.6731,49.9876
437.5,12.4841,50.0367
440,12.3281,49.9712
442.5,12.1253,50.0204
445,12.1964,50.004
447.5,13.2314,49.9712
450,12.702,50.0367
452.5,12.8192,50.004
455,13.3464,50.004
457.5,12.7852,50.0204
460,12.7556,49.9548
462.5,12.9777,49.9876
465,12.8786,50.0204
467.5,12.0717,50.004
470,12.4845,50.004
472.5,12.1248,50.004
475,13.0265,50.0204
477.5,13.0605,49.9712
480,13.115,49.9712
482.5,11.6967,50.0204
485,11.8551,50.004
487.5,12.3076,50.0367
490,12.4451,49.9876
492.5,11.2166,49.9384
495,12.7568,50.0531
497.5,12.2844,49.9876
500,12.6166,50.0204
502.5,12.6569,49.9384
505,12.3681,50.0367
507.5,11.9073,50.004
