Distancia,RSS,Throughput
15,14.1683,49.6763
17.5,14.4812,49.9876
20,14.5514,49.9876
22.5,14.483,50.0204
25,14.594,49.9712
27.5,14.2404,50.0204
30,14.0724,49.9876
32.5,14.3285,50.0204
35,14.38,50.0204
37.5,14.305,49.9712
40,13.9519,50.004
42.5,14.2823,49.9876
45,14.8171,50.004
47.5,14.106,50.004
50,14.1478,50.004
52.5,14.5173,50.0204
55,14.0515,50.004
57.5,14.5113,50.004
60,14.6544,49.9712
62.5,14.728,50.004
65,14.2855,50.004
67.5,15.0448,50.0204
70,14.1451,49.9876
72.5,14.3207,49.9712
75,14.7408,50.0204
77.5,14.4302,49.9712
80,14.4066,50.0367
82.5,12.3965,49.9876
85,13.0819,50.004
87.5,13.1738,50.004
90,13.3246,50.004
92.5,12.7378,50.004
95,12.3481,50.0204
97.5,11.8673,49.9057
100,12.4326,50.0367
102.5,12.5618,50.0204
105,12.2667,50.004
107.5,12.2622,50.004
110,13.3925,50.004
112.5,12.6706,49.9876
115,12.7915,50.004
117.5,12.8266,50.004
120,12.5449,50.004
122.5,12.5524,49.9712
125,13.1149,50.0531
127.5,12.4707,49.9876
130,12.5167,49.9876
132.5,13.211,50.004
135,13.2636,50.004
137.5,12.1758,49.9712
140,12.7329,50.004
142.5,12.122,50.0204
145,12.86,49.9712
147.5,12.1335,50.004
150,12.7275,50.0367
152.5,11.8066,49.9712
155,12.2052,49.9876
157.5,12.7994,50.0367
160,13.904,50.004
162.5,12.6186,49.9712
165,12.9906,50.004
167.5,12.4375,49.9876
170,12.5175,50.0204
172.5,13.3999,49.9712
175,11.8514,50.0204
177.5,13.025,50.0204
180,13.1477,49.9876
182.5,12.5476,50.004
185,12.9674,50.004
187.5,12.7014,49.9712
190,12.1045,50.004
192.5,12.6958,50.0204
195,12.8651,50.0204
197.5,12.1976,49.9384
200,12.4827,50.0367
202.5,12.815,49.9712
205,12.4491,50.004
207.5,11.9784,50.004
210,12.2666,50.0204
212.5,11.8616,49.9876
215,12.3034,50.004
217.5,12.5757,50.0204
220,12.627,49.9876
222.5,12.5922,49.9876
225,11.5862,49.9876
227.5,12.8338,50.004
230,11.9661,50.0204
232.5,12.2477,50.004
235,12.1969,50.0204
237.5,12.0949,49.9712
240,12.8148,50.0204
242.5,12.8093,50.004
245,13.385,49.9876
247.5,13.1181,49.9876
250,12.1307,50.0204
252.5,12.4891,49.9876
255,12.1149,50.004
257.5,12.7672,50.0204
260,11.9962,49.9712
262.5,12.8459,49.9712
265,12.6944,50.0204
267.5,12.6369,50.0204
270,13.0472,49.9548
272.5,12.5042,50.0531
275,12.4065,49.9876
277.5,12.9387,49.9712
280,12.0627,50.004
282.5,12.3886,50.0367
285,13.1933,49.9876
287.5,12.9059,50.004
290,12.7927,49.9712
292.5,12.0787,50.0367
295,11.7829,49.9712
297.5,12.0716,49.9876
300,12.3977,50.0204
302.5,13.2798,50.0367
305,13.6005,49.9548
307.5,12.1354,49.9876
310,12.3676,50.0204
312.5,13.2363,49.9876
315,12.3503,50.0367
317.5,12.5351,49.9876
320,13.1048,49.9876
322.5,12.8868,49.9876
325,13.1118,50.004
327.5,12.9755,49.9876
330,12.9742,50.0204
332.5,12.2894,50.0367
335,12.8882,49.9712
337.5,12.7037,49.9876
340,12.5053,50.0204
342.5,12.6247,49.9876
345,11.7893,50.0204
347.5,12.3542,49.9712
350,13.2318,49.9876
352.5,12.9868,49.9876
355,12.6815,50.0531
357.5,13.0888,49.9712
360,12.6732,49.9876
362.5,12.2724,50.0204
365,12.2025,49.9876
367.5,12.225,50.004
370,12.8446,50.0204
372.5,12.6884,49.9712
375,12.6808,50.004
377.5,12.2034,49.9712
380,12.7524,50.004
382.5,12.7702,50.0204
385,12.0352,49.9876
387.5,11.5915,50.0204
390,12.9546,50.0204
392.5,12.4373,49.9876
395,12.6714,49.9876
397.5,12.8356,50.004
400,11.8107,49.9876
402.5,12.8425,50.0204
405,12.7818,50.0204
407.5,12.6495,49.9712
410,12.594,49.9712
412.5,12.1205,50.0367
415,12.9927,49.9876
417.5,13.3051,50.004
420,11.7601,49.9876
422.5,12.7632,50.0367
425,12.6683,49.9712
427.5,12.7692,50.004
430,12.4888,50.004
432.5,12.6479,50.004
435,12.2126,50.004
437.5,12.039,49.9876
440,12.8097,49.9876
442.5,11.9755,50.0531
445,11.3902,49.9548
447.5,11.8435,50.0531
450,12.8068,49.9712
452.5,12.4041,50.0204
455,12.599,49.9712
457.5,12.331,50.004
460,13.2484,50.004
462.5,13.0504,49.9876
465,13.1489,49.9876
467.5,12.5058,50.0367
470,12.6429,49.9384
472.5,11.7299,50.0367
475,11.5599,49.9876
477.5,11.8646,49.9876
480,12.5106,50.0204
482.5,12.7972,50.0367
485,12.5669,49.9548
487.5,12.8279,50.0204
490,12.3646,50.004
492.5,12.5662,49.9876
495,12.7002,50.0204
497.5,12.5845,49.9712
500,12.1725,50.004
502.5,11.9314,50.004
505,12.3663,50.0204
507.5,12.4627,49.9548
