Distancia,RSS,Throughput
15,-53.4259,49.1684
17.5,-54.8675,49.9876
20,-56.1137,50.004
22.5,-57.2034,50.0204
25,-58.1709,49.9712
27.5,-59.0393,49.9876
30,-59.8301,50.0204
32.5,-60.5558,50.0367
35,-61.2245,49.9712
37.5,-61.8459,49.9712
40,-62.426,50.0204
42.5,-62.969,50.0204
45,-63.4801,49.9548
47.5,-63.9628,50.0204
50,-64.4203,50.0204
52.5,-64.8553,49.9876
55,-65.2688,49.9876
57.5,-65.6635,49.9876
60,-66.0418,50.0367
62.5,-66.4042,49.9876
65,-66.7513,50.0204
67.5,-67.0856,49.9876
70,-67.4076,49.9876
72.5,-67.7178,50.004
75,-68.0175,50.0204
77.5,-68.3068,50.004
80,-68.5871,49.9876
82.5,-68.8589,49.9712
85,-69.1219,50.0367
87.5,-69.3772,50.004
90,-69.6253,49.9548
92.5,-69.8669,50.0367
95,-70.1018,49.9876
97.5,-70.3301,49.9712
100,-70.5529,50.0204
102.5,-70.7703,49.9712
105,-70.9823,50.0367
107.5,-71.1891,49.9712
110,-71.391,50.0367
112.5,-71.5886,49.9876
115,-71.7817,50.004
117.5,-71.9704,50.0204
120,-72.1551,49.9876
122.5,-72.3362,50.004
125,-72.5136,49.9712
127.5,-72.6874,50.0204
130,-72.8576,49.9876
132.5,-73.0247,50.004
135,-73.1885,49.8074
137.5,-73.3487,50.004
140,-73.5065,50.004
142.5,-73.6618,49.9876
145,-73.8141,50.0367
147.5,-73.9639,49.9548
150,-74.1112,49.9548
152.5,-74.256,50.0531
155,-74.3984,50.0531
157.5,-74.5387,49.9057
160,-74.6767,50.004
162.5,-74.8111,48.8079
165,-74.9458,45.9735
167.5,-75.077,46.0063
170,-75.2064,45.908
172.5,-75.3345,45.9244
175,-75.4602,45.7769
177.5,-75.5844,45.826
180,-75.7073,45.7769
182.5,-75.8278,45.5639
185,-75.9466,45.7605
187.5,-76.0617,43.4668
190,-76.1795,34.4228
192.5,-76.2942,34.5539
195,-76.4073,34.5375
197.5,-76.5183,34.4719
200,-76.6282,34.4064
202.5,-76.7365,34.4556
205,-76.8437,34.5211
207.5,-76.9499,34.4719
210,-77.055,34.4883
212.5,-77.1581,34.4719
215,-77.2603,34.4064
217.5,-77.3617,34.5047
220,-77.4614,34.4392
222.5,-77.5597,34.5375
225,-77.6578,34.4392
227.5,-77.7542,34.4392
230,-77.8495,34.4883
232.5,-77.9437,34.4392
235,-78.0372,34.4392
237.5,-78.1299,34.4556
240,-78.2212,34.4392
242.5,-78.3117,34.39
245,-78.4012,34.4556
247.5,-78.4898,34.4064
250,-78.5776,34.3736
252.5,-78.6645,34.4883
255,-78.7507,34.4719
257.5,-78.8357,34.4064
260,-78.9199,34.5866
262.5,-79.0036,34.4719
265,-79.0862,34.5047
267.5,-79.168,34.4392
270,-79.2493,34.5866
272.5,-79.33,34.4392
275,-79.4096,34.4719
277.5,-79.4885,34.4228
280,-79.5668,34.3245
282.5,-79.6443,34.4556
285,-79.7213,34.5211
287.5,-79.7974,34.4719
290,-79.8728,34.4556
292.5,-79.9478,34.4064
295,-80.022,34.2917
297.5,-80.0956,34.2426
300,-80.1686,34.2753
302.5,-80.2409,34.2917
305,-80.313,33.8657
307.5,-80.3843,34.0951
310,-80.4548,34.1606
312.5,-80.5226,24.8709
315,-80.5941,22.9704
317.5,-80.6634,22.954
320,-80.7317,22.9376
322.5,-80.7995,22.954
325,-80.8668,23.0031
327.5,-80.9335,22.9704
330,-81,23.0031
332.5,-81.0657,22.954
335,-81.1309,22.9868
337.5,-81.196,22.9704
340,-81.2602,22.9868
342.5,-81.324,22.9376
345,-81.3877,23.0195
347.5,-81.4504,22.9704
350,-81.513,22.9048
352.5,-81.575,22.9868
355,-81.6364,23.0031
357.5,-81.6978,22.9376
360,-81.7586,22.9704
362.5,-81.8188,22.9704
365,-81.8787,22.9048
367.5,-81.9382,22.9212
370,-81.9838,12.288
372.5,-100,0
375,-100,0
377.5,-100,0
380,-100,0
382.5,-100,0
385,-100,0
387.5,-100,0
390,-100,0
392.5,-100,0
395,-100,0
397.5,-100,0
400,-100,0
402.5,-100,0
405,-100,0
407.5,-100,0
410,-100,0
412.5,-100,0
415,-100,0
417.5,-100,0
420,-100,0
422.5,-100,0
425,-100,0
427.5,-100,0
430,-100,0
432.5,-100,0
435,-100,0
437.5,-100,0
440,-100,0
442.5,-100,0
445,-100,0
447.5,-100,0
450,-100,0
452.5,-100,0
455,-100,0
457.5,-100,0
460,-100,0
462.5,-100,0
465,-100,0
467.5,-100,0
470,-100,0
472.5,-100,0
475,-100,0
477.5,-100,0
480,-100,0
482.5,-100,0
485,-100,0
487.5,-100,0
490,-100,0
492.5,-100,0
495,-100,0
497.5,-100,0
500,-100,0
502.5,-100,0
505,-100,0
507.5,-100,0
