Distancia,RSS,Throughput
15,13.9357,49.365
17.5,14.7835,49.9876
20,14.6402,50.0531
22.5,14.2444,49.9384
25,14.649,50.004
27.5,14.4825,50.0204
30,14.5246,49.9876
32.5,14.3517,50.0204
35,14.0245,49.9876
37.5,14.0932,50.004
40,14.5451,50.004
42.5,14.7425,49.9712
45,14.6067,50.0204
47.5,14.4026,50.004
50,14.0647,49.9876
52.5,14.7573,49.9876
55,14.2069,50.0204
57.5,14.251,50.0204
60,14.6121,49.9712
62.5,14.3794,50.0204
65,14.3177,49.9876
67.5,14.3518,50.004
70,14.8123,50.004
72.5,14.6348,50.0204
75,14.249,49.9548
77.5,14.2747,50.0367
80,14.4638,49.9876
82.5,12.7334,50.004
85,13.8937,50.004
87.5,12.5829,49.9712
90,12.5947,49.9876
92.5,12.3254,49.9876
95,12.3403,50.0367
97.5,12.5871,49.9876
100,12.368,50.004
102.5,12.1391,50.004
105,13.7146,50.0367
107.5,12.2475,49.9712
110,12.0534,49.9876
112.5,12.865,49.9712
115,12.2888,50.0204
117.5,13.0415,50.004
120,11.6989,50.0204
122.5,12.6039,50.004
125,12.4168,49.9712
127.5,12.7742,50.004
130,12.1299,50.004
132.5,12.4892,50.0204
135,12.0306,50.004
137.5,12.5365,49.9876
140,12.1485,49.9876
142.5,12.9502,50.004
145,12.0981,50.004
147.5,12.7057,49.9876
150,12.5292,50.004
152.5,12.8459,49.9876
155,12.2012,50.0204
157.5,12.0489,50.004
160,12.5192,49.9548
162.5,12.6811,50.0531
165,13.39,50.004
167.5,12.4016,49.9876
170,12.1195,49.9712
172.5,13.1318,50.0367
175,12.6189,49.9876
177.5,13.0804,50.004
180,12.2819,49.9876
182.5,12.8196,50.0204
185,12.5571,49.9876
187.5,12.501,50.004
190,12.6328,49.9876
192.5,12.3895,50.0367
195,12.5985,49.9876
197.5,12.5567,50.004
200,12.896,49.9876
202.5,12.6644,50.004
205,12.4693,49.9876
207.5,12.7715,49.9712
210,11.864,50.0695
212.5,12.6036,49.9712
215,12.57,49.9876
217.5,12.6413,50.004
220,13.077,50.004
222.5,12.4494,50.004
225,12.6099,50.0204
227.5,13.043,49.9384
230,12.4355,49.9876
232.5,12.9174,50.0367
235,12.4389,50.0367
237.5,13.0072,49.9712
240,12.0796,49.9876
242.5,12.3492,50.004
245,12.7364,50.004
247.5,12.6848,49.9876
250,12.0707,50.0204
252.5,12.5344,50.0204
255,12.7104,49.9712
257.5,11.8963,50.004
260,12.9939,50.0367
262.5,12.4859,49.9384
265,13.0573,50.004
267.5,12.1952,50.0204
270,12.1485,50.0367
272.5,11.6158,49.9548
275,12.4882,50.0531
277.5,12.7294,49.9712
280,12.5672,49.9876
282.5,12.7792,50.004
285,12.7656,50.004
287.5,12.6074,49.9712
290,11.3339,50.0367
292.5,12.5695,49.9876
295,13.0364,49.9712
297.5,13.0792,50.0367
300,12.3708,49.9876
302.5,13.1641,49.9712
305,12.0123,50.0367
307.5,12.7588,50.004
310,12.9139,49.9712
312.5,12.9466,50.0367
315,12.0237,49.9876
317.5,12.9334,49.9712
320,13.0196,50.0531
322.5,12.5135,49.9548
325,12.2771,50.0367
327.5,12.6636,49.9712
330,12.7961,50.0367
332.5,13.1719,49.9876
335,12.2827,49.9712
337.5,12.1042,49.9876
340,12.5402,50.0367
342.5,12.0358,49.9712
345,12.3779,50.0367
347.5,12.451,49.9712
350,12.0461,50.004
352.5,13.0209,50.0204
355,12.3202,49.9712
357.5,12.6959,49.9876
360,12.5691,50.0204
362.5,12.8625,50.0204
365,12.5954,49.9876
367.5,12.4623,49.9876
370,12.5768,49.9876
372.5,12.6628,50.0204
375,12.6655,50.004
377.5,12.8887,49.9712
380,12.3283,50.0204
382.5,12.6759,49.9712
385,12.7763,50.0204
387.5,12.5462,49.9876
390,12.4005,50.0204
392.5,12.2917,49.9876
395,12.5984,50.0367
397.5,12.1584,49.9876
400,11.8203,49.9876
402.5,12.3663,50.0204
405,13.1805,49.9712
407.5,12.5255,50.004
410,12.9966,50.0204
412.5,12.7048,49.9876
415,12.1626,49.9712
417.5,13.1065,50.0204
420,12.8109,50.004
422.5,12.3514,49.9712
425,11.953,50.0531
427.5,12.7363,50.0204
430,12.9389,49.9384
432.5,12.6525,50.0367
435,12.4603,49.9712
437.5,12.3676,50.0695
440,12.1568,49.9548
442.5,12.5392,49.9876
445,12.553,49.9876
447.5,12.2554,50.004
450,12.6118,50.004
452.5,11.8363,49.9876
455,13.358,50.0204
457.5,12.7335,50.004
460,12.7633,49.9876
462.5,12.2539,50.0367
465,12.5278,49.9548
467.5,12.1087,50.0367
470,12.9122,49.9712
472.5,13.1254,50.0204
475,11.6155,49.9876
477.5,11.5369,50.004
480,12.6122,50.004
482.5,12.456,49.9876
485,12.9097,49.9876
487.5,12.7232,50.0204
490,12.0157,49.9712
492.5,12.9268,50.0367
495,12.9363,49.9712
497.5,12.8911,50.0367
500,12.8948,49.9876
502.5,12.1329,50.0204
505,12.299,49.9712
507.5,12.6037,50.004
