Distancia,RSS,Throughput
15,-53.4262,49.0537
17.5,-54.8662,50.0204
20,-56.1135,49.9548
22.5,-57.2026,50.0367
25,-58.1702,49.9876
27.5,-59.0412,50.0367
30,-59.8319,49.9712
32.5,-60.5566,50.0204
35,-61.2259,49.9876
37.5,-61.8467,49.9712
40,-62.4256,50.004
42.5,-62.969,50.004
45,-63.4803,50.0367
47.5,-63.9626,49.9876
50,-64.4199,50.004
52.5,-64.8544,49.9876
55,-65.2683,50.004
57.5,-65.664,50.0204
60,-66.0419,50.004
62.5,-66.4037,49.9712
65,-66.7514,50.004
67.5,-67.0858,50.004
70,-67.4079,50.0204
72.5,-67.7178,50.004
75,-68.017,49.9876
77.5,-68.3069,49.9876
80,-68.5874,50.004
82.5,-68.8587,49.9712
85,-69.122,49.9712
87.5,-69.3773,50.0695
90,-69.6254,49.9876
92.5,-69.867,49.9712
95,-70.1018,49.9876
97.5,-70.3303,50.0367
100,-70.5532,49.9876
102.5,-70.7704,49.9712
105,-70.9821,50.0695
107.5,-71.189,49.9712
110,-71.3911,49.9876
112.5,-71.5886,50.0204
115,-71.7817,49.9876
117.5,-71.9704,49.9876
120,-72.1551,50.004
122.5,-72.3363,50.0204
125,-72.5136,49.9876
127.5,-72.6872,49.9876
130,-72.8576,50.0204
132.5,-73.0245,50.0204
135,-73.1879,49.7746
137.5,-73.3483,50.0204
140,-73.5065,49.9548
142.5,-73.6619,50.0204
145,-73.8144,50.0367
147.5,-73.9642,50.004
150,-74.1115,49.9712
152.5,-74.2559,50.0204
155,-74.3986,49.9548
157.5,-74.5386,49.9712
160,-74.6763,50.0204
162.5,-74.8107,48.7752
165,-74.9457,45.7933
167.5,-75.0773,45.8752
170,-75.2065,45.9407
172.5,-75.3349,45.8916
175,-75.4605,45.9244
177.5,-75.5843,45.8916
180,-75.7071,45.7277
182.5,-75.8275,45.3345
185,-75.9462,46.039
187.5,-76.0621,43.4504
190,-76.18,34.4556
192.5,-76.294,34.4883
195,-76.4067,34.4556
197.5,-76.5178,34.4719
200,-76.6284,34.39
202.5,-76.7368,34.5375
205,-76.8437,34.4883
207.5,-76.9501,34.4228
210,-77.0551,34.5866
212.5,-77.1581,34.4883
215,-77.2603,34.2917
217.5,-77.3614,34.4719
220,-77.4609,34.5539
222.5,-77.5598,34.5047
225,-77.6577,34.5211
227.5,-77.754,34.4719
230,-77.8494,34.39
232.5,-77.9444,34.5047
235,-78.0375,34.4556
237.5,-78.1297,34.4556
240,-78.2215,34.5047
242.5,-78.312,34.3736
245,-78.401,34.39
247.5,-78.4896,34.4392
250,-78.5778,34.4228
252.5,-78.6646,34.4392
255,-78.7505,34.4556
257.5,-78.8355,34.4228
260,-78.9199,34.4556
262.5,-79.0037,34.4883
265,-79.0863,34.4064
267.5,-79.1682,34.4064
270,-79.2494,34.3736
272.5,-79.3298,34.4228
275,-79.4095,34.4392
277.5,-79.4885,34.3081
280,-79.5668,34.4883
282.5,-79.6439,34.4719
285,-79.7211,34.4719
287.5,-79.7976,34.4064
290,-79.8731,34.4064
292.5,-79.9478,34.3736
295,-80.0221,34.3572
297.5,-80.0956,34.3245
300,-80.1688,34.2753
302.5,-80.2412,34.2098
305,-80.3131,34.2098
307.5,-80.3841,34.1279
310,-80.4546,34.177
312.5,-80.5227,24.9856
315,-80.5944,22.954
317.5,-80.6632,22.9868
320,-80.7315,22.9868
322.5,-80.7992,22.9376
325,-80.8666,22.9048
327.5,-80.9334,23.0195
330,-81,22.9048
332.5,-81.0658,22.9704
335,-81.1311,22.9212
337.5,-81.1959,22.9704
340,-81.2602,22.9376
342.5,-81.324,22.954
345,-81.3874,22.9212
347.5,-81.4504,22.9704
350,-81.5128,23.0195
352.5,-81.575,22.954
355,-81.6365,22.9868
357.5,-81.6976,22.9376
360,-81.7587,22.9704
362.5,-81.819,22.8721
365,-81.8787,22.9704
367.5,-81.9381,22.9048
370,-81.9841,12.5174
372.5,-100,0
375,-100,0
377.5,-100,0
380,-100,0
382.5,-100,0
385,-100,0
387.5,-100,0
390,-100,0
392.5,-100,0
395,-100,0
397.5,-100,0
400,-100,0
402.5,-100,0
405,-100,0
407.5,-100,0
410,-100,0
412.5,-100,0
415,-100,0
417.5,-100,0
420,-100,0
422.5,-100,0
425,-100,0
427.5,-100,0
430,-100,0
432.5,-100,0
435,-100,0
437.5,-100,0
440,-100,0
442.5,-100,0
445,-100,0
447.5,-100,0
450,-100,0
452.5,-100,0
455,-100,0
457.5,-100,0
460,-100,0
462.5,-100,0
465,-100,0
467.5,-100,0
470,-100,0
472.5,-100,0
475,-100,0
477.5,-100,0
480,-100,0
482.5,-100,0
485,-100,0
487.5,-100,0
490,-100,0
492.5,-100,0
495,-100,0
497.5,-100,0
500,-100,0
502.5,-100,0
505,-100,0
507.5,-100,0
